trial,attempt,time_played,level_size_y,player_pos,collision,current_input,drift_enabled,current_drift,level_done,input_noise_magnitude,input_noise_on,visible_obstacles,last_walls_tile,adjacent_wall_tiles_x_pos,visible_drift_tiles,SoC,action_goal_selected,action_goal_x,action_goal_y
6,3,2.1696090698242188e-05,13518,"[954, -86]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,True,961,583
6,3,0.02611827850341797,13518,"[954, -82]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.04236745834350586,13518,"[954, -78]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.05907320976257324,13518,"[954, -74]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.0755610466003418,13518,"[954, -70]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.09398508071899414,13518,"[954, -66]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.11057090759277344,13518,"[954, -62]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.12672042846679688,13518,"[954, -58]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.1429142951965332,13518,"[954, -54]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.1594994068145752,13518,"[954, -50]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.17585253715515137,13518,"[954, -46]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.19168853759765625,13518,"[954, -42]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.20853304862976074,13518,"[954, -38]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.22539734840393066,13518,"[954, -34]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.2408764362335205,13518,"[954, -30]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.25726795196533203,13518,"[954, -26]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.27326273918151855,13518,"[954, -22]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.2893857955932617,13518,"[954, -18]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.3051879405975342,13518,"[954, -14]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.3209807872772217,13518,"[954, -10]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.33687591552734375,13518,"[954, -6]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.352886438369751,13518,"[954, -2]",False,Left,False,0.0,False,0.5,False,[],"[1332, 13500]",,[],,False,961,583
6,3,0.36882662773132324,13518,"[954, 2]",False,Left,False,0.0,False,0.5,True,[],"[1332, 13500]",,[],,False,961,583
