ID,level,drift,input_noise,N_fixations,N_distant_fixations,N_saccades,done,run,SoC,crashed,N_prior_crashs,trials_since_last_crash,crashed_in_last_trial,consecutive_crash_success,N_consecutive_crash_success
ZC12VE,5,T,W,18.0,12.0,27.0,False,42,3.0,1,17,0,0,0,11
ZC12VE,5,T,S,20.0,11.0,22.0,False,43,1.0,1,18,1,1,0,11
ZC12VE,6,T,W,27.0,17.0,13.0,False,44,1.0,1,19,2,1,0,11
ZC12VE,2,F,W,113.0,70.0,52.0,True,45,7.0,0,20,1,1,1,12
ZC12VE,6,T,S,25.0,19.0,19.0,False,46,2.0,1,20,0,0,0,12
ZC12VE,5,T,W,17.0,11.0,11.0,False,47,1.0,1,21,1,1,0,12
ZC12VE,6,T,S,27.0,19.0,27.0,False,48,1.0,1,22,2,1,0,12
ZC12VE,6,F,S,70.0,44.0,37.0,False,49,6.0,1,23,3,1,0,12
ZC12VE,6,F,W,79.0,52.0,45.0,False,50,5.0,1,24,4,1,0,12
ZC12VE,6,F,W,103.0,79.0,47.0,True,51,7.0,0,25,1,1,1,13
ZC12VE,3,T,S,52.0,35.0,43.0,True,52,7.0,0,25,2,0,0,13
ZC12VE,4,T,S,61.0,41.0,32.0,False,53,3.0,1,25,0,0,0,13
ZC12VE,4,T,S,109.0,92.0,72.0,True,54,6.0,0,26,1,1,1,14
ZC12VE,5,T,S,28.0,20.0,26.0,False,55,3.0,1,26,0,0,0,14
ZC12VE,5,T,S,21.0,10.0,14.0,False,56,1.0,1,27,1,1,0,14
