frame,trial,attempt,time_played,time_tag,level_size_y,player_pos,collision,current_input,current_drift,drift_variation,drift_type,level_done,visible_obstacles,last_walls_tile,adjacent_wall_tiles_x_pos,visible_drift_tiles,expectability,SoC,adjusted_time_tag,start_input,N_input,input_change,input_duration,drift_tile_onset,second_drift_tile_onset,drift_onset,N_drift,individual_drift_tile_variation,individual_drift_tile_direction,input_before_drift,input_countering_drift
599,6,2,10.482668161392212,7836.22325084,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[678, 72], [876, 90], [840, 108], [1128, 378], [876, 504], [732, 612]]","[1176, 11010]",,"[[1278, 372]]",,,7846.705919001392,1.0,3.0,0.0,0.0879249572753924,0,0,0,,A,Right,1,1
1021,6,2,18.001853466033936,7836.22325084,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[1062, 96], [828, 132], [1260, 132], [1170, 528], [846, 600], [1152, 636], [1134, 726]]","[1452, 8478]",,"[[1554, 360]]",,,7854.225104306034,1.0,8.0,1.0,0.03324556350708008,0,0,0,,A,Right,1,1
1869,6,2,33.04317045211792,7836.22325084,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[1305, 210], [1125, 264], [963, 516], [909, 588]]","[1329, 3390]",,"[[525, 348]]",,,7869.266421292118,1.0,16.0,1.0,0.4069187641143799,0,0,0,,A,Left,1,1
2113,6,2,37.40571594238281,7836.22325084,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[882, 186], [1152, 276], [792, 312], [936, 420]]","[1380, 1926]",,[],,,7873.628966782383,1.0,20.0,0.0,0.06843876838684082,0,0,0,,A,Right,1,1
774,1,1,13.531332731246948,7664.900431325001,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[852, 102], [1086, 408], [1032, 642], [780, 714]]","[1146, 9960]",,"[[342, 474]]",,,7678.431764056248,1.0,7.0,1.0,0.22709059715270996,0,0,0,,B,Left,1,1
854,1,1,14.934212923049929,7664.900431325001,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[963, 162], [711, 234], [729, 378], [783, 486], [387, 576], [567, 684]]","[1077, 9480]",,[],,,7679.834644248051,1.0,8.0,0.0,0.20214176177978338,0,0,0,,B,Left,1,1
1777,1,1,31.251906633377075,7664.900431325001,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[699, 402], [1023, 312], [789, 312], [645, 474], [519, 780], [933, 798]]","[1137, 3942]",,"[[1239, 540]]",,,7696.152337958378,1.0,14.0,1.0,0.15724420547485352,0,0,0,,B,Right,1,1
1811,1,1,31.859740257263184,7664.900431325001,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[759, 198], [1083, 108], [849, 108], [705, 270], [579, 576], [993, 594]]","[1197, 3738]",,"[[1299, 336]]",,,7696.760171582264,1.0,15.0,0.0,0.177443265914917,0,0,0,,B,Right,1,1
448,4,2,7.81223201751709,6898.021342215,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[816, 78], [744, 564], [708, 204], [456, 348], [942, 798]]","[1110, 11916]",,"[[306, 342]]",,,6905.833574232517,1.0,5.0,1.0,0.26032590866088867,0,0,0,,A,Left,1,1
1052,4,2,18.46243190765381,6898.021342215,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[1065, 90], [1299, 144], [813, 162], [993, 558], [1137, 738], [795, 756]]","[1323, 8292]",,"[[1425, 426]]",,,6916.483774122654,1.0,11.0,0.0,0.30001091957092285,0,0,0,,A,Right,1,1
1454,4,2,25.544766187667847,6898.021342215,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[840, 18], [804, 54], [1092, 180], [1074, 360], [948, 558], [624, 630]]","[1170, 5880]",,"[[1272, 354]]",,,6923.566108402668,1.0,17.0,1.0,0.3790781497955322,0,0,0,,A,Right,1,1
1515,4,2,26.59617280960083,6898.021342215,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[1239, 192], [915, 264], [1113, 480], [1311, 678], [1239, 804]]","[1449, 5514]",,[],,,6924.617515024601,1.0,18.0,1.0,0.11903071403503418,0,0,0,,A,Right,1,1
1927,4,2,33.76244139671326,6898.021342215,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[825, 204], [555, 276], [1059, 330], [1059, 384], [951, 528], [915, 654], [1041, 708], [897, 762]]","[1155, 3042]",,"[[1257, 648]]",,,6931.783783611713,1.0,23.0,0.0,0.5337657928466797,0,0,0,,A,Right,1,1
719,1,1,12.48100471496582,6642.845005925001,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[549, 90], [1125, 198], [819, 288], [927, 432], [1161, 738]]","[1209, 10290]",,"[[405, 804]]",,,6655.326010639967,1.0,7.0,0.0,0.24187374114990412,0,0,0,,B,Left,1,1
761,1,1,13.212008714675903,6642.845005925001,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[729, 36], [837, 180], [1071, 486], [1017, 720], [765, 792]]","[1131, 10038]",,"[[327, 552]]",,,6656.057014639677,1.0,8.0,1.0,0.7829873561859131,0,0,0,,B,Left,1,1
1468,1,1,25.741443395614624,6642.845005925001,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[768, 546], [1362, 546], [1308, 564], [840, 618], [1362, 654]]","[1410, 5796]",,"[[1512, 450]]",,,6668.586449320615,1.0,15.0,1.0,0.26816749572753906,0,0,0,,B,Right,1,1
1777,1,1,31.16714549064636,6642.845005925001,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[747, 402], [1071, 312], [837, 312], [693, 474], [567, 780], [981, 798]]","[1185, 3942]",,"[[1287, 540]]",,,6674.012151415647,1.0,20.0,1.0,0.2135765552520823,0,0,0,,B,Right,1,1
286,6,1,4.930051803588867,7728.034627385001,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1170, 276], [900, 546], [738, 546], [882, 762]]","[1308, 12888]",,"[[504, 630]]",,,7732.96467918859,1.0,1.0,1.0,0.12270140647888184,0,0,0,,B,Left,1,1
391,6,1,6.777758598327637,7728.034627385001,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[684, 132], [756, 384], [648, 672], [522, 798]]","[1119, 12258]",,"[[315, 0]]",,,7734.812385983329,1.0,2.0,1.0,0.14171910285949707,0,0,0,,B,Left,1,1
1320,6,1,23.061325550079346,7728.034627385001,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1158, 30], [834, 282], [798, 444], [978, 534]]","[1314, 6684]",,"[[1416, 528]]",,,7751.09595293508,1.0,10.0,0.0,0.29549813270569203,0,0,0,,B,Right,1,1
1242,2,1,21.74158525466919,5569.911292085,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[972, 498], [990, 678]]","[1338, 7152]",,"[[534, 510]]",,,5591.652877339669,1.0,9.0,1.0,0.28507161140441895,0,0,0,,A,Right,1,1
404,5,1,7.04434061050415,7470.870630830001,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[1110, 0], [876, 216], [570, 306], [1038, 396], [912, 468], [1182, 738], [1182, 756], [750, 756], [642, 792]]","[1224, 12180]",,"[[1326, 516]]",,,7477.914971440505,1.0,2.0,1.0,0.3360137939453125,0,0,0,,B,Right,1,1
1327,5,1,23.01939344406128,7470.870630830001,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1071, 78], [747, 204], [837, 384], [1161, 510], [1017, 798]]","[1425, 6642]",,"[[621, 648]]",,,7493.890024274062,1.0,12.0,1.0,0.22582316398620605,0,0,0,,B,Left,1,1
1379,5,1,23.90810799598694,7470.870630830001,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[753, 72], [1077, 198], [933, 486], [1257, 576]]","[1341, 6330]",,"[[537, 336]]",,,7494.778738825988,1.0,13.0,0.0,0.27350950241088867,0,0,0,,B,Left,1,1
1807,5,1,31.369771480560303,7470.870630830001,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[717, 6], [1095, 42], [825, 60], [735, 384], [1023, 474], [627, 618], [1185, 690], [537, 744]]","[1209, 3762]",,"[[1311, 540]]",,,7502.240402310561,1.0,18.0,1.0,0.26085710525512695,0,0,0,,B,Right,1,1
1867,5,1,32.44863271713257,7470.870630830001,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[831, 24], [1119, 114], [723, 258], [1281, 330], [633, 384], [651, 474], [957, 546], [723, 672], [993, 726]]","[1293, 3402]",,"[[1395, 180]]",,,7503.319263547133,1.0,19.0,1.0,0.4044961929321289,0,0,0,,B,Right,1,1
541,1,1,9.081817626953123,7200.89798384,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[822, 78], [1128, 222], [1164, 276], [570, 294], [1128, 474], [1020, 528], [876, 744], [1218, 798]]","[1242, 11358]",,"[[1344, 630]]",,,7209.979801466953,1.0,2.0,1.0,0.21336960792541682,0,0,0,,A,Right,1,1
575,1,1,9.678715229034424,7200.89798384,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[1206, 18], [1242, 72], [648, 90], [1206, 270], [1098, 324], [954, 540], [1296, 594], [1170, 630], [1170, 792], [702, 792]]","[1320, 11154]",,"[[1422, 426]]",,,7210.5766990690345,1.0,3.0,0.0,0.22002291679382502,0,0,0,,A,Right,1,1
1049,1,1,18.030665397644043,7200.89798384,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[816, 0], [762, 216], [762, 234], [726, 270], [1014, 450], [726, 810]]","[1218, 8310]",,"[[1320, 588]]",,,7218.928649237644,1.0,8.0,1.0,0.35149908065795543,0,0,0,,A,Right,1,1
295,6,1,5.087693929672241,6373.02990096,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[1170, 222], [900, 492], [738, 492], [882, 708]]","[1308, 12834]",,"[[504, 576]]",,,6378.117594889673,1.0,1.0,1.0,0.18966984748840332,0,0,0,,B,Left,1,1
391,6,1,6.724259376525879,6373.02990096,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[660, 132], [732, 384], [624, 672], [498, 798]]","[1095, 12258]",,"[[291, 0]]",,,6379.754160336526,1.0,2.0,1.0,0.31589531898498535,0,0,0,,B,Left,1,1
723,6,1,12.462532758712769,6373.02990096,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[714, 300], [1110, 390], [588, 624], [768, 750]]","[1170, 10266]",,"[[366, 798]]",,,6385.492433718713,1.0,6.0,1.0,0.3377261161804199,0,0,0,,B,Left,1,1
757,6,1,13.07979702949524,6373.02990096,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[828, 96], [1224, 186], [702, 420], [882, 546], [882, 654]]","[1272, 10062]",,"[[468, 594]]",,,6386.1096979894955,1.0,7.0,1.0,0.30041003227233887,0,0,0,,B,Left,1,1
1280,6,1,22.306310653686523,6373.02990096,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[1140, 234], [1266, 270], [942, 522], [906, 684], [1086, 774]]","[1422, 6924]",,"[[1524, 768]]",,,6395.336211613687,1.0,17.0,1.0,0.7545528411865234,0,0,0,,B,Right,1,1
485,3,1,8.293599843978882,7603.906128585,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[759, 36], [777, 162], [1101, 198], [741, 252], [867, 486], [939, 558], [939, 738]]","[1239, 11694]",,"[[1341, 624]]",,,7612.199728428979,1.0,4.0,1.0,0.23917531967163086,0,0,0,,A,Right,1,1
690,3,1,11.900710105895996,7603.906128585,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[810, 12], [612, 156], [1062, 156], [1152, 246], [900, 480], [954, 804]]","[1218, 10464]",,"[[414, 618]]",,,7615.806838690896,1.0,6.0,0.0,0.23202776908874334,0,0,0,,A,Left,1,1
745,3,1,12.881953716278076,7603.906128585,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[816, 150], [870, 474], [654, 492], [942, 564], [1032, 690]]","[1134, 10134]",,"[[330, 288]]",,,7616.788082301278,1.0,7.0,0.0,0.0796499252319336,0,0,0,,A,Left,1,1
776,3,1,13.428979635238647,7603.906128585,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[840, 288], [624, 306], [912, 378], [1002, 504]]","[1104, 9948]",,"[[300, 102]]",,,7617.335108220239,1.0,8.0,0.0,0.055130958557128906,0,0,0,,A,Left,1,1
1697,3,1,29.56243371963501,7603.906128585,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[681, 108], [1095, 126], [717, 162], [879, 180], [825, 198], [591, 216], [645, 252], [1131, 468], [861, 504], [1149, 666]]","[1197, 4422]",,"[[393, 624]]",,,7633.468562304635,1.0,16.0,0.0,0.03171825408935547,0,0,0,,A,Left,1,1
2113,6,1,36.80991578102112,5766.388300145,14094,"[954, 270]",False,Right,0.0,B,no_drift,False,"[[852, 186], [1122, 276], [762, 312], [906, 420]]","[1350, 1926]",,[],,,5803.1982159260215,1.0,20.0,0.0,0.302992582321167,0,0,0,,A,Right,1,1
725,2,1,12.452691078186035,7406.484927755,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[1110, 234], [894, 468], [912, 504], [660, 522], [1272, 594], [876, 792]]","[1320, 10254]",,"[[1422, 516]]",,,7418.937618833186,1.0,3.0,1.0,0.1836867332458496,0,0,0,,A,Right,1,1
1237,2,1,21.48007845878601,7406.484927755,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[942, 528], [960, 708]]","[1296, 7182]",,"[[492, 540]]",,,7427.965006213786,1.0,8.0,1.0,0.2728159427642822,0,0,0,,A,Left,1,1
625,4,1,10.92023229598999,7262.87243472,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[717, 6], [1149, 258], [879, 510], [861, 798], [663, 798]]","[1305, 10854]",,"[[1407, 792]]",,,7273.7926670159895,1.0,7.0,0.0,0.16108107566833318,0,0,0,,B,Right,1,1
804,4,1,14.119200468063354,7262.87243472,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[798, 156], [582, 282], [564, 300], [888, 570], [672, 696]]","[1182, 9780]",,"[[378, 402]]",,,7276.991635188063,1.0,9.0,1.0,0.5041122436523438,0,0,0,,B,Left,1,1
1591,4,1,27.984983682632446,7262.87243472,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1041, 24], [1239, 222], [1167, 348], [1311, 420], [969, 492], [717, 528], [933, 564], [1185, 672]]","[1377, 5058]",,"[[573, 738]]",,,7290.857418402632,1.0,16.0,0.0,0.2770283222198451,0,0,0,,B,Left,1,1
1762,4,1,31.073718070983887,7262.87243472,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1122, 150], [960, 510], [1248, 546], [1194, 582], [816, 780]]","[1332, 4032]",,"[[528, 648]]",,,7293.946152790983,1.0,19.0,1.0,0.25501489639282227,0,0,0,,B,Left,1,1
280,6,1,4.834376811981201,7140.007601685001,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1170, 312], [900, 582], [738, 582], [882, 798]]","[1308, 12924]",,"[[504, 666]]",,,7144.841978496982,1.0,1.0,1.0,0.30467844009399414,0,0,0,,B,Left,1,1
1729,6,1,30.45947527885437,7140.007601685001,14094,"[954, 270]",False,Left,0.0,A,no_drift,False,"[[1164, 132], [750, 150], [1128, 222], [1092, 384], [1074, 600], [1038, 690], [1128, 690], [750, 708]]","[1206, 4230]",,"[[402, 414]]",,,7170.467076963855,1.0,17.0,1.0,0.19109940528869274,0,0,0,,B,Left,1,1
401,5,3,6.923030853271484,7011.6734517,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[1104, 18], [870, 234], [564, 324], [1032, 414], [906, 486], [1176, 756], [1176, 774], [744, 774], [636, 810]]","[1218, 12198]",,"[[1320, 534]]",,,7018.596482553272,1.0,2.0,1.0,0.42546677589416504,0,0,0,,B,Right,1,1
1012,5,3,17.542128086090088,7011.6734517,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[795, 78], [741, 96], [1047, 510], [867, 654]]","[1287, 8532]",,"[[1389, 648]]",,,7029.2155797860905,1.0,9.0,0.0,0.149061918258667,0,0,0,,B,Right,1,1
1038,5,3,18.009281635284424,7011.6734517,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[1101, 354], [921, 498]]","[1329, 8376]",,"[[1431, 492]]",,,7029.682733335285,1.0,10.0,1.0,0.2310638427734375,0,0,0,,B,Right,1,1
1371,5,3,23.939313650131226,7011.6734517,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[810, 120], [1134, 246], [990, 534], [1314, 624]]","[1398, 6378]",,"[[594, 384]]",,,7035.612765350132,1.0,13.0,1.0,0.32004523277282715,0,0,0,,B,Left,1,1
1799,5,3,31.54876279830933,7011.6734517,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[738, 54], [1116, 90], [846, 108], [756, 432], [1044, 522], [648, 666], [1206, 738], [558, 792]]","[1230, 3810]",,"[[1332, 588]]",,,7043.22221449831,1.0,20.0,1.0,0.15709996223449352,0,0,0,,B,Right,1,1
312,2,1,5.498137950897217,6308.17119564,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[1188, 156], [1296, 192], [720, 246], [666, 498], [918, 534], [936, 696]]","[1308, 12732]",,"[[504, 438]]",,,6313.669333590898,1.0,1.0,1.0,0.316577672958374,0,0,0,,B,Left,1,1
511,2,1,9.08448076248169,6308.17119564,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[645, 294], [897, 510], [1077, 672], [1203, 744], [1275, 798]]","[1287, 11538]",,"[[483, 720]]",,,6317.255676402482,1.0,3.0,1.0,0.11886739730835139,0,0,0,,B,Left,1,1
571,2,1,10.144362449645996,6308.17119564,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[849, 150], [1029, 312], [1155, 384], [1227, 438], [705, 564], [1047, 582], [1029, 618], [759, 654]]","[1251, 11178]",,"[[447, 360]]",,,6318.315558089646,1.0,4.0,1.0,0.27970004081726074,0,0,0,,B,Left,1,1
1546,2,1,27.42278385162353,6308.17119564,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[1197, 6], [837, 204], [945, 474]]","[1257, 5328]",,"[[453, 720]]",,,6335.593979491624,1.0,18.0,1.0,0.2972602844238317,0,0,0,,B,Left,1,1
1058,4,1,18.341168880462646,8000.8013546,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[1059, 54], [1293, 108], [807, 126], [987, 522], [1131, 702], [789, 720]]","[1317, 8256]",,"[[1419, 390]]",,,8019.142523480463,1.0,8.0,0.0,0.35686755180358887,0,0,0,,A,Right,1,1
1465,4,1,25.488020181655884,8000.8013546,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[1362, 114], [1344, 294], [1218, 492], [894, 564], [1092, 780]]","[1428, 5814]",,"[[1530, 288]]",,,8026.289374781656,1.0,11.0,1.0,0.06928801536560059,0,0,0,,A,Right,1,1
1928,4,1,33.72670674324036,8000.8013546,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[843, 198], [573, 270], [1077, 324], [1077, 378], [969, 522], [933, 648], [1059, 702], [915, 756]]","[1173, 3036]",,"[[1275, 642]]",,,8034.528061343241,1.0,16.0,0.0,0.4943103790283132,0,0,0,,A,Right,1,1
677,2,2,11.706515789031982,6247.239964425001,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[774, 18], [1044, 522], [828, 756], [846, 792], [594, 810]]","[1266, 10542]",,"[[1368, 804]]",,,6258.946480214033,1.0,7.0,0.0,0.23461461067199707,0,0,0,,A,Right,1,1
729,2,2,12.60853624343872,6247.239964425001,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[1128, 210], [912, 444], [930, 480], [678, 498], [1290, 570], [894, 768]]","[1338, 10230]",,"[[1440, 492]]",,,6259.84850066844,1.0,8.0,1.0,0.25693225860595703,0,0,0,,A,Right,1,1
932,2,2,16.151384115219116,6247.239964425001,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[1113, 216], [861, 468], [897, 630], [1005, 738]]","[1359, 9012]",,"[[555, 462]]",,,6263.39134854022,1.0,10.0,0.0,0.542057991027832,0,0,0,,A,Left,1,1
1237,2,2,21.54457783699036,6247.239964425001,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[966, 528], [984, 708]]","[1332, 7182]",,"[[528, 540]]",,,6268.784542261991,1.0,13.0,0.0,0.3652431964874232,0,0,0,,A,Left,1,1
1772,2,2,30.82758045196533,6247.239964425001,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[624, 180], [876, 288], [804, 396], [912, 486]]","[1248, 3972]",,"[[1350, 354]]",,,6278.067544876966,1.0,20.0,1.0,0.24996399879455922,0,0,0,,A,Right,1,1
590,5,1,10.294994354248049,7537.88220876,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[1050, 72], [618, 144], [1248, 180], [744, 216], [1176, 270], [942, 540], [978, 576], [744, 684]]","[1308, 11064]",,"[[504, 390]]",,,7548.177203114248,1.0,4.0,1.0,0.3149266242980957,0,0,0,,A,Left,1,1
855,5,1,14.91464066505432,7537.88220876,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[591, 138], [1077, 174], [609, 228], [843, 354], [1131, 372], [933, 462], [573, 480]]","[1215, 9474]",,"[[411, 312]]",,,7552.7968494250545,1.0,7.0,0.0,0.153386592864992,0,0,0,,A,Left,1,1
303,2,2,5.137413024902344,8165.453297190001,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1188, 210], [1296, 246], [720, 300], [666, 552], [918, 588], [936, 750]]","[1308, 12786]",,"[[504, 492]]",,,8170.590710214903,1.0,1.0,1.0,0.23154878616333008,0,0,0,,B,Left,1,1
502,2,2,8.570029497146606,8165.453297190001,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1275, 24], [681, 348], [933, 564], [1113, 726], [1239, 798]]","[1323, 11592]",,"[[519, 774]]",,,8174.023326687147,1.0,4.0,1.0,0.2030932903289795,0,0,0,,B,Left,1,1
2088,5,1,36.56076955795288,5702.969382825,14094,"[954, 270]",False,Left,0.0,A,no_drift,False,"[[849, 624], [1047, 480]]","[1215, 2076]",,"[[411, 348]]",,,5739.530152382953,1.0,26.0,0.0,0.293637752532959,0,0,0,,B,Right,1,1
1924,3,2,33.225157499313354,5895.089798960001,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1227, 42], [1173, 78], [1335, 438], [1137, 456], [1299, 492], [795, 600], [777, 600]]","[1455, 3060]",,"[[651, 648]]",,,5928.314956459314,1.0,18.0,0.0,0.13907957077026367,0,0,0,,B,Right,1,1
536,5,1,9.36511254310608,6772.758277445,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[711, 0], [765, 108], [1035, 396], [603, 468], [1233, 504], [729, 540], [1161, 594]]","[1293, 11388]",,"[[489, 714]]",,,6782.123389988106,1.0,5.0,1.0,0.1399631500244105,0,0,0,,A,Left,1,1
593,5,1,10.3741557598114,6772.758277445,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[1089, 54], [657, 126], [1287, 162], [783, 198], [1215, 252], [981, 522], [1017, 558], [783, 666]]","[1347, 11046]",,"[[543, 372]]",,,6783.132433204812,1.0,6.0,0.0,0.2642869949340838,0,0,0,,A,Left,1,1
838,5,1,14.68432641029358,6772.758277445,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[642, 240], [1128, 276], [660, 330], [894, 456], [1182, 474], [984, 564], [624, 582]]","[1266, 9576]",,"[[462, 414]]",,,6787.442603855294,1.0,9.0,0.0,0.29647278785705566,0,0,0,,A,Left,1,1
1586,5,1,27.784311771392822,6772.758277445,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[1059, 378], [1041, 648], [1077, 720], [717, 756]]","[1299, 5088]",,"[[1401, 354]]",,,6800.542589216393,1.0,19.0,0.0,0.22201800346374512,0,0,0,,A,Right,1,1
832,5,1,14.44159197807312,8288.58039417,14094,"[954, 270]",False,Right,0.0,B,no_drift,False,"[[681, 276], [1167, 312], [699, 366], [933, 492], [1221, 510], [1023, 600], [663, 618]]","[1305, 9612]",,"[[501, 450]]",,,8303.021986148073,1.0,7.0,1.0,0.17397212982177557,0,0,0,,A,Left,1,1
854,5,1,14.832305669784546,8288.58039417,14094,"[954, 270]",False,Right,0.0,B,no_drift,False,"[[615, 144], [1101, 180], [633, 234], [867, 360], [1155, 378], [957, 468], [597, 486]]","[1239, 9480]",,"[[435, 318]]",,,8303.412699839784,1.0,8.0,0.0,0.06967830657958984,0,0,0,,A,Left,1,1
1005,5,1,17.505428075790405,8288.58039417,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[774, 120], [720, 138], [1026, 552], [846, 696]]","[1266, 8574]",,"[[1368, 690]]",,,8306.08582224579,1.0,11.0,0.0,0.1294252872467041,0,0,0,,A,Left,1,1
954,6,2,16.583873748779297,6434.742326435,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[1221, 12], [1077, 318], [1239, 372], [1005, 498], [771, 534], [1203, 534]]","[1407, 8880]",,"[[1509, 762]]",,,6451.326200183779,1.0,10.0,0.0,0.2552928924560547,0,0,0,,A,Right,1,1
1018,6,2,17.705443382263184,6434.742326435,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[1101, 114], [867, 150], [1299, 150], [1209, 546], [885, 618], [1191, 654], [1173, 744]]","[1491, 8496]",,"[[1593, 378]]",,,6452.447769817263,1.0,11.0,1.0,0.09900307655334473,0,0,0,,A,Right,1,1
1808,6,2,31.661943674087524,6434.742326435,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[1080, 126], [1044, 216], [1134, 216], [756, 234], [1188, 576], [1008, 630]]","[1212, 3756]",,"[[408, 714]]",,,6466.4042701090875,1.0,19.0,0.0,0.4926795959472656,0,0,0,,A,Left,1,1
1867,6,2,32.721179485321045,6434.742326435,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[1362, 222], [1182, 276], [1020, 528], [966, 600]]","[1374, 3402]",,"[[570, 360]]",,,6467.463505920321,1.0,20.0,1.0,0.4827861785888672,0,0,0,,A,Left,1,1
2000,6,2,35.08439898490906,6434.742326435,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[801, 198], [729, 396], [981, 522], [1179, 612], [801, 666]]","[1257, 2604]",,"[[1359, 660]]",,,6469.826725419909,1.0,22.0,0.0,0.19652771949768066,0,0,0,,A,Right,1,1
1035,3,1,18.046729564666748,6186.383292545001,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[1095, 12], [897, 498]]","[1305, 8394]",,"[[1407, 330]]",,,6204.430022109667,1.0,8.0,1.0,0.23806953430175426,0,0,0,,B,Right,1,1
1249,3,1,21.788060188293457,6186.383292545001,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[966, 564], [1218, 798]]","[1320, 7110]",,"[[1422, 756]]",,,6208.171352733294,1.0,13.0,1.0,0.27066707611083984,0,0,0,,B,Right,1,1
1821,3,1,31.56967806816101,6186.383292545001,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[756, 210], [720, 228], [792, 336], [414, 426], [432, 498], [864, 660], [810, 696]]","[1104, 3678]",,"[[1206, 600]]",,,6217.952970613162,1.0,19.0,0.0,0.08415484428405762,0,0,0,,B,Right,1,1
1847,3,1,32.0197229385376,6186.383292545001,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[792, 54], [756, 72], [828, 180], [450, 270], [468, 342], [900, 504], [846, 540]]","[1140, 3522]",,"[[1242, 444]]",,,6218.403015483538,1.0,20.0,0.0,0.656256914138794,0,0,0,,B,Right,1,1
650,4,1,11.194634675979614,7079.35686029,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1107, 108], [837, 360], [819, 648], [621, 648]]","[1263, 10704]",,"[[1365, 642]]",,,7090.55149496598,1.0,6.0,0.0,0.1306924819946289,0,0,0,,B,Right,1,1
