frame,trial,attempt,time_played,time_tag,level_size_y,player_pos,collision,current_input,current_drift,drift_variation,drift_type,level_done,visible_obstacles,last_walls_tile,adjacent_wall_tiles_x_pos,visible_drift_tiles,expectability,SoC,adjusted_time_tag,start_input,N_input,input_change,input_duration,drift_tile_onset,second_drift_tile_onset,drift_onset,N_drift,individual_drift_tile_variation,individual_drift_tile_direction,input_before_drift,input_countering_drift
333,2,1,5.724478483200073,26343.534978585,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1188, 30], [1296, 66], [720, 120], [666, 372], [918, 408], [936, 570], [702, 750], [1242, 804]]","[1308, 12606]",,"[[504, 312]]",,,26349.2594570682,1.0,3.0,1.0,0.4549906253814697,0,0,0,,B,Left,1,1
1580,2,1,27.6818368434906,26343.534978585,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1086, 0], [1194, 270], [960, 612], [1248, 648]]","[1494, 5124]",,"[[690, 516]]",,,26371.216815428492,1.0,14.0,1.0,0.11088919639587402,0,0,0,,B,Left,1,1
1605,2,1,28.133585214614868,26343.534978585,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1152, 120], [918, 462], [1206, 498], [1062, 732]]","[1452, 4974]",,"[[648, 366]]",,,26371.668563799616,1.0,15.0,0.0,0.12378048896789551,0,0,0,,B,Left,1,1
465,3,3,8.188567876815796,29639.298062235,14094,"[954, 270]",False,Right,0.0,B,no_drift,False,"[[795, 156], [813, 282], [1137, 318], [777, 372], [903, 606], [975, 678]]","[1275, 11814]",,"[[1377, 744]]",,,29647.486630111816,1.0,6.0,1.0,0.10024237632751465,0,0,0,,A,Right,1,1
491,3,3,8.640586853027344,29639.298062235,14094,"[954, 270]",False,Right,0.0,B,no_drift,False,"[[753, 0], [771, 126], [1095, 162], [735, 216], [861, 450], [933, 522], [933, 702], [879, 792]]","[1233, 11658]",,"[[1335, 588]]",,,29647.938649088028,1.0,7.0,0.0,0.25446152687072754,0,0,0,,A,Right,1,1
956,3,3,16.89753031730652,29639.298062235,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[1152, 0], [1260, 18], [1242, 36], [1116, 486]]","[1338, 8868]",,"[[1440, 804]]",,,29656.195592552307,1.0,16.0,0.0,0.1329951286315918,0,0,0,,A,Left,1,1
1010,3,3,17.85821509361267,29639.298062235,14094,"[954, 270]",False,Right,0.0,B,no_drift,False,"[[1164, 162], [966, 648]]","[1374, 8544]",,"[[1476, 480]]",,,29657.156277328613,1.0,17.0,1.0,0.15380406379699707,0,0,0,,A,Left,1,1
1026,3,3,18.132044792175293,29639.298062235,14094,"[954, 270]",False,Right,0.0,B,no_drift,False,"[[1104, 66], [906, 552]]","[1314, 8448]",,"[[1416, 384]]",,,29657.430107027176,1.0,18.0,0.0,0.3599276542663574,0,0,0,,A,Left,1,1
273,6,3,4.535998344421387,28461.90920283,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[1170, 354], [900, 624], [738, 624]]","[1308, 12966]",,"[[504, 708]]",,,28466.44520117442,1.0,1.0,1.0,0.169097900390625,0,0,0,,B,Left,1,1
1274,6,3,21.33896112442017,28461.90920283,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[1110, 270], [1236, 306], [912, 558], [876, 720], [1056, 810]]","[1392, 6960]",,"[[1494, 804]]",,,28483.24816395442,1.0,16.0,1.0,0.23890399932860973,0,0,0,,B,Right,1,1
1310,6,3,21.93570828437805,28461.90920283,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[1020, 54], [1146, 90], [822, 342], [786, 504], [966, 594]]","[1302, 6744]",,"[[1404, 588]]",,,28483.84491111438,1.0,17.0,0.0,0.33306121826171875,0,0,0,,B,Right,1,1
1702,6,3,28.552520751953125,28461.90920283,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[1149, 294], [735, 312], [1113, 384], [1077, 546], [1059, 762]]","[1191, 4392]",,"[[387, 576]]",,,28490.461723581953,1.0,21.0,1.0,0.11716747283935547,0,0,0,,B,Left,1,1
1724,6,3,28.922785997390747,28461.90920283,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[1197, 162], [783, 180], [1161, 252], [1125, 414], [1107, 630], [1071, 720], [1161, 720], [783, 738]]","[1239, 4260]",,"[[435, 444]]",,,28490.83198882739,1.0,22.0,0.0,1.0342490673065186,0,0,0,,B,Left,1,1
1677,6,1,29.710248231887817,27648.660864075,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1326, 444], [912, 462], [1290, 534], [1254, 696]]","[1356, 4542]",,"[[552, 726]]",,,27678.371112306886,1.0,11.0,1.0,0.12355518341064808,0,0,0,,B,Left,1,1
866,1,3,15.180428266525269,29129.049730085,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[984, 90], [732, 162], [750, 306], [804, 414], [408, 504], [588, 612], [732, 810]]","[1098, 9408]",,"[[1200, 786]]",,,29144.230158351525,1.0,8.0,0.0,0.26587319374084295,0,0,0,,A,Right,1,1
937,1,3,16.467447996139526,29129.049730085,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[504, 78], [684, 186], [828, 384], [792, 672]]","[1182, 8982]",,"[[1284, 360]]",,,29145.51717808114,1.0,9.0,1.0,0.14314985275268555,0,0,0,,A,Right,1,1
1015,1,3,17.873283624649048,29129.049730085,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[843, 204], [789, 420], [789, 438], [753, 474], [1041, 654]]","[1233, 8514]",,"[[1335, 792]]",,,29146.92301370965,1.0,11.0,0.0,0.10506582260131836,0,0,0,,A,Right,1,1
1055,1,3,18.586929082870483,29129.049730085,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[747, 180], [747, 198], [711, 234], [999, 414], [711, 774]]","[1203, 8274]",,"[[1305, 552]]",,,29147.63665916787,1.0,12.0,1.0,0.10372829437255504,0,0,0,,A,Right,1,1
1011,2,2,17.605897188186646,26841.970720535,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[582, 156], [690, 264], [456, 678], [942, 786]]","[1056, 8538]",,[],,,26859.576617723185,1.0,5.0,1.0,0.11498904228210449,0,0,0,,A,Left,1,1
1232,2,2,21.47696089744568,26841.970720535,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[960, 558], [978, 738]]","[1326, 7212]",,"[[522, 570]]",,,26863.447681432444,1.0,8.0,0.0,0.36702704429626465,0,0,0,,A,Left,1,1
1328,2,2,23.13754606246948,26841.970720535,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[957, 162], [1029, 324], [723, 324], [669, 738]]","[1305, 6636]",,[],,,26865.108266597468,1.0,9.0,0.0,0.2257163524627721,0,0,0,,A,Left,1,1
1745,2,2,30.524447441101078,26841.970720535,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[825, 72], [771, 342], [1023, 450], [951, 558], [1059, 648]]","[1407, 4134]",,"[[1509, 516]]",,,26872.4951679761,1.0,17.0,1.0,0.20042490959167125,0,0,0,,A,Right,1,1
1774,2,2,31.03765106201172,26841.970720535,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[849, 168], [1101, 276], [1029, 384], [1137, 474]]","[1485, 3960]",,"[[1587, 342]]",,,26873.00837159701,1.0,18.0,0.0,0.20087909698486683,0,0,0,,A,Right,1,1
946,6,3,16.603010177612305,27456.4269401,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[1176, 60], [1032, 366], [1194, 420], [960, 546], [726, 582], [1158, 582]]","[1362, 8928]",,"[[1464, 810]]",,,27473.02995027761,1.0,7.0,0.0,0.1976947784423828,1,0,1,4.0,A,Right,1,1
1875,6,3,32.86202120780945,27456.4269401,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[1287, 174], [1107, 228], [945, 480], [891, 552]]","[1299, 3354]",,"[[495, 312]]",,,27489.288961307808,1.0,13.0,0.0,0.289752721786499,0,0,0,,A,Left,1,1
1986,6,3,34.826579570770264,27456.4269401,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[747, 282], [675, 480], [927, 606], [1125, 696], [747, 750]]","[1203, 2688]",,"[[1305, 744]]",,,27491.25351967077,1.0,14.0,1.0,0.3167901039123535,0,0,0,,A,Right,1,1
2049,6,3,35.93051290512085,27456.4269401,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[795, 102], [1047, 228], [1245, 318], [867, 372], [813, 570], [1083, 660], [723, 696], [867, 804]]","[1311, 2310]",,"[[1413, 366]]",,,27492.35745300512,1.0,15.0,1.0,0.16463160514831543,0,0,0,,A,Right,1,1
386,5,1,6.553023099899292,25862.815570995,14094,"[954, 270]",False,Left,0.0,A,no_drift,False,"[[1242, 108], [1008, 324], [702, 414], [1170, 504], [1044, 576]]","[1356, 12288]",,"[[1458, 624]]",,,25869.3685940949,1.0,5.0,0.0,0.1933128833770752,0,0,0,,B,Right,1,1
436,5,1,7.4070093631744385,25862.815570995,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1080, 24], [774, 114], [1242, 204], [1116, 276], [1386, 546], [1386, 564], [954, 564], [846, 600], [900, 708]]","[1416, 11988]",,"[[1518, 324]]",,,25870.222580358175,1.0,6.0,1.0,0.7670431137084961,0,0,0,,B,Right,1,1
2084,5,1,36.374085664749146,25862.815570995,14094,"[954, 270]",False,Left,0.0,A,no_drift,False,"[[1089, 648], [1287, 504]]","[1455, 2100]",,"[[651, 372]]",,,25899.18965665975,1.0,25.0,0.0,0.140580415725708,0,0,0,,B,Right,1,1
1251,3,3,22.110939264297485,27526.335066675,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[945, 552], [1197, 786]]","[1299, 7098]",,"[[1401, 744]]",,,27548.4460059393,1.0,8.0,1.0,0.13435029983520508,0,0,0,,B,Right,1,1
1297,3,3,22.92529392242432,27526.335066675,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[891, 276], [1143, 510], [783, 546], [621, 726], [1161, 798]]","[1245, 6822]",,"[[1347, 468]]",,,27549.260360597425,1.0,9.0,0.0,0.11975598335265758,0,0,0,,B,Right,1,1
1865,3,3,32.70482563972473,27526.335066675,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[858, 72], [480, 162], [498, 234], [930, 396], [876, 432], [1038, 792], [840, 810]]","[1170, 3414]",,"[[1272, 336]]",,,27559.039892314726,1.0,14.0,1.0,0.5320992469787598,0,0,0,,B,Right,1,1
1931,3,3,33.86112093925476,27526.335066675,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1275, 0], [1221, 36], [1383, 396], [1185, 414], [1347, 450], [843, 558], [825, 558]]","[1503, 3018]",,"[[699, 606]]",,,27560.196187614256,1.0,15.0,1.0,0.8654069900512695,0,0,0,,B,Left,1,1
794,6,1,13.745241641998293,25989.518127555,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[573, 198], [753, 324], [753, 432], [483, 648], [807, 738]]","[1155, 9840]",,"[[351, 372]]",,,26003.263369196997,1.0,8.0,1.0,0.10699295997619451,0,0,0,,A,Right,1,1
1983,6,1,34.77127528190613,25989.518127555,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[771, 300], [699, 498], [951, 624], [1149, 714], [771, 768]]","[1227, 2706]",,"[[1329, 762]]",,,26024.289402836905,1.0,24.0,1.0,0.15541672706604004,0,0,0,,A,Right,1,1
298,2,2,5.08013391494751,29811.819310775,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1176, 240], [1284, 276], [708, 330], [654, 582], [906, 618], [924, 780]]","[1296, 12816]",,"[[492, 522]]",,,29816.89944468995,1.0,3.0,1.0,0.14130067825317383,0,0,0,,B,Left,1,1
317,2,2,5.414021968841553,29811.819310775,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1122, 126], [1230, 162], [654, 216], [600, 468], [852, 504], [870, 666]]","[1242, 12702]",,"[[438, 408]]",,,29817.233332743843,1.0,4.0,0.0,0.13305091857910156,0,0,0,,B,Left,1,1
389,2,2,6.642602443695068,29811.819310775,14094,"[954, 270]",False,Left,0.0,A,no_drift,False,"[[453, 36], [705, 72], [723, 234], [489, 414], [1029, 468], [1065, 522], [1047, 702]]","[1107, 12270]",,[],,,29818.461913218696,1.0,6.0,0.0,0.1530613899230957,0,0,0,,B,Left,1,1
551,2,2,9.47809886932373,29811.819310775,14094,"[954, 270]",False,Left,0.0,A,no_drift,False,"[[567, 54], [819, 270], [999, 432], [1125, 504], [1197, 558], [675, 684], [1017, 702], [999, 738], [729, 774]]","[1221, 11298]",,"[[417, 480]]",,,29821.297409644325,1.0,8.0,0.0,0.1667933464050293,0,0,0,,B,Left,1,1
570,2,2,9.800071716308594,29811.819310775,14094,"[954, 270]",False,Left,0.0,A,no_drift,False,"[[885, 156], [1065, 318], [1191, 390], [1263, 444], [741, 570], [1083, 588], [1065, 624], [795, 660]]","[1287, 11184]",,"[[483, 366]]",,,29821.61938249131,1.0,9.0,0.0,0.15555763244629084,0,0,0,,B,Left,1,1
727,2,3,12.700074434280396,28833.760168875,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[1068, 222], [852, 456], [870, 492], [618, 510], [1230, 582], [834, 780]]","[1278, 10242]",,"[[1380, 504]]",,,28846.46024330928,1.0,9.0,1.0,0.15350818634033203,0,0,0,,A,Right,1,1
905,2,3,15.812203884124756,28833.760168875,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[1149, 18], [1113, 126], [1167, 378], [915, 630], [951, 792]]","[1413, 9174]",,"[[609, 624]]",,,28849.572372759125,1.0,13.0,1.0,0.42314958572387695,0,0,0,,A,Left,1,1
956,2,3,16.70324397087097,28833.760168875,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[1017, 72], [765, 324], [801, 486], [909, 594]]","[1263, 8868]",,"[[459, 318]]",,,28850.46341284587,1.0,14.0,0.0,0.38209033012390137,0,0,0,,A,Left,1,1
1237,2,3,21.65026998519897,28833.760168875,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[966, 528], [984, 708]]","[1332, 7182]",,"[[528, 540]]",,,28855.4104388602,1.0,19.0,0.0,0.4328713417053258,0,0,0,,A,Left,1,1
1758,2,3,30.867778539657596,28833.760168875,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[618, 264], [870, 372], [798, 480], [906, 570]]","[1242, 4056]",,"[[1344, 438]]",,,28864.627947414658,1.0,24.0,1.0,0.39875030517577414,0,0,0,,A,Right,1,1
1428,4,1,25.112675428390503,27726.302033225,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1104, 174], [1068, 210], [1356, 336], [1338, 516], [1212, 714], [888, 786]]","[1422, 6036]",,"[[1524, 510]]",,,27751.414708653392,1.0,9.0,1.0,0.4035460948944092,0,0,0,,B,Left,1,1
813,4,1,13.919186353683472,26443.3725336,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[840, 102], [624, 228], [606, 246], [930, 516], [714, 642]]","[1224, 9726]",,"[[420, 348]]",,,26457.291719953682,1.0,8.0,1.0,0.38032150268554865,0,0,0,,B,Left,1,1
850,4,1,14.560608386993408,26443.3725336,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[762, 6], [744, 24], [1068, 294], [852, 420], [834, 654]]","[1350, 9504]",,"[[546, 126]]",,,26457.933141986992,1.0,9.0,1.0,0.21189618110656738,0,0,0,,B,Left,1,1
1583,4,1,27.51607751846313,26443.3725336,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1035, 72], [1233, 270], [1161, 396], [1305, 468], [963, 540], [711, 576], [927, 612], [1179, 720]]","[1371, 5106]",,"[[567, 786]]",,,26470.888611118462,1.0,16.0,0.0,0.4200692176818883,0,0,0,,B,Left,1,1
1634,4,1,28.41409730911255,26443.3725336,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[1011, 90], [1155, 162], [813, 234], [561, 270], [777, 306], [1029, 414]]","[1233, 4800]",,"[[429, 480]]",,,26471.78663090911,1.0,17.0,1.0,0.22946667671203613,0,0,0,,B,Left,1,1
1759,4,1,30.6463041305542,26443.3725336,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[1140, 168], [978, 528], [1266, 564], [1212, 600], [834, 798]]","[1362, 4050]",,"[[558, 666]]",,,26474.018837730553,1.0,19.0,0.0,0.28983616828918457,0,0,0,,B,Left,1,1
1813,4,1,31.60361099243164,26443.3725336,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1080, 204], [1368, 240], [1314, 276], [936, 474]]","[1452, 3726]",,"[[648, 342]]",,,26474.97614459243,1.0,20.0,1.0,0.6350739002227783,0,0,0,,B,Left,1,1
648,1,2,11.194907426834106,27332.6993661,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[1197, 102], [1539, 156], [1413, 192], [1413, 354], [945, 354], [1467, 408], [891, 516], [1467, 624], [1161, 714]]","[1551, 10716]",,[],,,27343.894273526836,1.0,6.0,1.0,0.494384765625,0,0,0,,A,Right,1,1
918,1,2,16.03437376022339,27332.6993661,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[813, 102], [417, 192], [597, 300], [741, 498], [705, 786]]","[1107, 9096]",,"[[1209, 474]]",,,27348.733739860225,1.0,10.0,1.0,0.17475390434265137,0,0,0,,A,Right,1,1
1043,1,2,18.2949960231781,27332.6993661,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[780, 36], [726, 252], [726, 270], [690, 306], [978, 486]]","[1182, 8346]",,"[[1284, 624]]",,,27350.99436212318,1.0,12.0,1.0,0.1687827110290563,0,0,0,,A,Right,1,1
1676,1,2,29.30303907394409,27332.6993661,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[1266, 234], [834, 252], [1248, 360], [1302, 504]]","[1458, 4548]",,"[[654, 570]]",,,27362.002405173946,1.0,22.0,1.0,0.4504036903381383,0,0,0,,A,Right,1,1
431,5,2,7.5666420459747314,28713.837201035003,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[1080, 54], [774, 144], [1242, 234], [1116, 306], [1386, 576], [1386, 594], [954, 594], [846, 630], [900, 738]]","[1416, 12018]",,"[[1518, 354]]",,,28721.403843080978,1.0,3.0,1.0,0.3819594383239746,0,0,0,,B,Right,1,1
1302,5,2,23.031031608581543,28713.837201035003,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[1200, 102], [1110, 228], [786, 354], [876, 534], [1200, 660]]","[1464, 6792]",,"[[660, 798]]",,,28736.868232643585,1.0,15.0,1.0,0.20036935806274414,0,0,0,,B,Left,1,1
1373,5,2,24.26697397232056,28713.837201035003,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[798, 108], [1122, 234], [978, 522], [1302, 612]]","[1386, 6366]",,"[[582, 372]]",,,28738.104175007324,1.0,16.0,0.0,0.3966877460479701,0,0,0,,B,Left,1,1
1790,5,2,31.746976375579838,28713.837201035003,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[1104, 0], [708, 108], [1086, 144], [816, 162], [726, 486], [1014, 576], [618, 720], [1176, 792]]","[1200, 3864]",,"[[1302, 642]]",,,28745.584177410583,1.0,21.0,1.0,0.15943551063537242,0,0,0,,B,Right,1,1
1821,5,2,32.30678200721741,28713.837201035003,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[786, 300], [1074, 390], [678, 534], [1236, 606], [588, 660], [606, 750]]","[1260, 3678]",,"[[1362, 456]]",,,28746.14398304222,1.0,22.0,0.0,0.14217472076416016,0,0,0,,B,Right,1,1
1897,5,2,33.6686577796936,28713.837201035003,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[954, 78], [1512, 150], [864, 204], [882, 294], [1188, 366], [954, 492], [1224, 546], [1422, 798]]","[1527, 3222]",,"[[1629, 0]]",,,28747.505858814697,1.0,24.0,1.0,0.5550684928894043,0,0,0,,B,Right,1,1
312,6,1,5.363751173019409,26915.977607145003,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1170, 120], [900, 390], [738, 390], [882, 606]]","[1308, 12732]",,"[[504, 474]]",,,26921.341358318023,1.0,1.0,1.0,0.10774707794189453,0,0,0,,B,Left,1,1
1347,6,1,23.28731203079224,26915.977607145003,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[840, 120], [804, 282], [984, 372], [1290, 660], [894, 714]]","[1332, 6522]",,"[[1434, 366]]",,,26939.264919175796,1.0,6.0,1.0,0.16910362243651988,0,0,0,,B,Right,1,1
1392,6,1,24.091774702072144,26915.977607145003,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[864, 12], [1044, 102], [1350, 390], [954, 444], [1116, 606], [1260, 624], [774, 768]]","[1380, 6252]",,"[[1482, 96]]",,,26940.069381847075,1.0,7.0,1.0,0.1279616355895996,0,0,0,,B,Right,1,1
1245,2,2,21.560290098190308,26156.382456875,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[972, 480], [990, 660]]","[1338, 7134]",,"[[534, 492]]",,,26177.94274697319,1.0,11.0,0.0,0.36669754981994274,0,0,0,,A,Right,1,1
1779,2,2,31.01595401763916,26156.382456875,14094,"[954, 270]",False,Right,0.0,B,no_drift,False,"[[585, 138], [837, 246], [765, 354], [873, 444]]","[1209, 3930]",,"[[1311, 312]]",,,26187.398410892638,1.0,19.0,0.0,0.11521339416503906,0,0,0,,A,Left,1,1
796,4,2,13.687517642974854,26052.424092935,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[756, 6], [864, 204], [648, 330], [630, 348], [954, 618], [738, 744]]","[1248, 9828]",,"[[444, 450]]",,,26066.111610577977,1.0,7.0,1.0,0.23983168601989924,0,0,0,,A,Left,1,1
1927,4,2,33.4974057674408,26052.424092935,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[861, 204], [591, 276], [1095, 330], [1095, 384], [987, 528], [951, 654], [1077, 708], [933, 762]]","[1191, 3042]",,"[[1293, 648]]",,,26085.921498702442,1.0,20.0,0.0,0.7451117038726736,0,0,0,,A,Right,1,1
842,5,3,14.344155311584473,29746.61546522,14094,"[954, 270]",False,Right,0.0,B,no_drift,False,"[[603, 216], [1089, 252], [621, 306], [855, 432], [1143, 450], [945, 540], [585, 558]]","[1227, 9552]",,"[[423, 390]]",,,29760.959620531583,1.0,10.0,0.0,0.13067913055419922,0,0,0,,A,Left,1,1
996,5,3,16.988772869110107,29746.61546522,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[744, 174], [690, 192], [996, 606], [816, 750]]","[1236, 8628]",,"[[1338, 744]]",,,29763.60423808911,1.0,13.0,0.0,0.15683722496032715,0,0,0,,A,Left,1,1
1056,5,3,18.04582405090332,29746.61546522,14094,"[954, 270]",False,Right,0.0,B,no_drift,False,"[[1056, 246], [876, 390], [1146, 732], [642, 732], [1218, 804]]","[1284, 8268]",,"[[1386, 384]]",,,29764.6612892709,1.0,14.0,1.0,0.19510269165039062,0,0,0,,A,Left,1,1
764,1,3,13.41024112701416,29237.603067485,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[753, 18], [861, 162], [1095, 468], [1041, 702], [789, 774]]","[1155, 10020]",,"[[351, 534]]",,,29251.013308612015,1.0,6.0,1.0,0.729804515838623,0,0,0,,B,Left,1,1
1776,1,3,31.33790278434753,29237.603067485,14094,"[954, 270]",False,Right,0.0,A,invisible,False,"[[729, 408], [1053, 318], [819, 318], [675, 480], [549, 786], [963, 804]]","[1155, 3948]",,"[[1257, 546]]",,,29268.94097026935,1.0,19.0,1.0,0.14931011199951882,0,0,0,,B,Right,1,1
1799,1,3,31.74425840377808,29237.603067485,14094,"[954, 270]",False,Left,0.0,A,invisible,False,"[[675, 270], [999, 180], [765, 180], [621, 342], [495, 648], [909, 666]]","[1113, 3810]",,"[[1215, 408]]",,,29269.34732588878,1.0,20.0,1.0,0.38476657867431285,0,0,0,,B,Right,1,1
1047,4,3,18.29897713661194,26642.855145225003,14094,"[954, 270]",False,Right,0.0,B,fake,False,"[[693, 12], [657, 12], [1089, 120], [1323, 174], [837, 192], [1017, 588], [1161, 768], [819, 786]]","[1335, 8322]",,"[[1437, 456]]",,,26661.154122361615,1.0,6.0,1.0,0.5232937335968018,0,0,0,,A,Right,1,1
1930,4,3,33.93975067138672,26642.855145225003,14094,"[954, 270]",False,Left,0.0,B,fake,False,"[[867, 186], [597, 258], [1101, 312], [1101, 366], [993, 510], [957, 636], [1083, 690], [939, 744]]","[1197, 3024]",,"[[1299, 630]]",,,26676.79489589639,1.0,10.0,1.0,0.6460070610046387,0,0,0,,A,Right,1,1
270,3,2,4.658021926879883,29021.561612645,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[936, 480], [702, 498], [666, 624], [1260, 768]]","[1308, 12984]",,"[[504, 762]]",,,29026.21963457188,1.0,1.0,1.0,0.2000899314880371,0,0,0,,A,Left,1,1
462,3,2,7.985563516616821,29021.561612645,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[693, 174], [711, 300], [1035, 336], [675, 390], [801, 624], [873, 696]]","[1185, 11832]",,"[[1287, 762]]",,,29029.547176161617,1.0,3.0,0.0,0.1589980125427246,0,0,0,,A,Right,1,1
489,3,2,8.451874256134033,29021.561612645,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[753, 12], [771, 138], [1095, 174], [735, 228], [861, 462], [933, 534], [933, 714], [879, 804]]","[1233, 11670]",,"[[1335, 600]]",,,29030.013486901134,1.0,4.0,1.0,0.20890069007873535,0,0,0,,A,Right,1,1
695,3,2,12.025078296661375,29021.561612645,14094,"[954, 270]",False,Left,0.0,B,invisible,False,"[[732, 126], [1182, 126], [1272, 216], [1020, 450], [1074, 774], [858, 792]]","[1350, 10434]",,"[[546, 588]]",,,29033.58669094166,1.0,7.0,0.0,0.2111384868621844,0,0,0,,A,Left,1,1
737,3,2,12.751880168914797,29021.561612645,14094,"[954, 270]",False,Right,0.0,B,invisible,False,"[[1098, 198], [1152, 522], [936, 540], [1224, 612], [1314, 738]]","[1416, 10182]",,"[[612, 336]]",,,29034.313492813915,1.0,8.0,1.0,0.16579961776733043,0,0,0,,A,Left,1,1
742,1,1,12.846815824508669,26248.16236563,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[1206, 60], [900, 150], [1008, 294], [1242, 600]]","[1302, 10152]",,"[[498, 666]]",,,26261.00918145451,1.0,5.0,0.0,0.15001034736633123,0,0,0,,B,Left,1,1
789,1,1,13.671764373779297,26248.16236563,14094,"[954, 270]",False,Left,0.0,A,fake,False,"[[1068, 12], [1302, 318], [1248, 552], [996, 624], [1014, 768]]","[1362, 9870]",,"[[558, 384]]",,,26261.83413000378,1.0,6.0,0.0,0.3919525146484375,0,0,0,,B,Left,1,1
1412,1,1,24.74732446670532,26248.16236563,14094,"[954, 270]",False,Right,0.0,A,fake,False,"[[1359, 108], [1071, 126], [1287, 162]]","[1407, 6132]",,"[[1509, 786]]",,,26272.909690096705,1.0,15.0,1.0,0.13727951049805043,0,0,0,,B,Right,1,1
856,6,2,15.11755871772766,8792.44651213,14094,"[954, 270]",False,Left,0.0,B,no_drift,False,"[[735, 60], [465, 276], [789, 366], [951, 600]]","[1134, 9468]",,"[[330, 0]]",,,8807.564070847728,1.0,6.0,0.0,0.193911552429201,0,0,0,,A,Right,1,1
1954,3,2,34.525089740753174,8583.68759784,14094,"[954, 270]",False,Right,0.0,A,no_drift,False,"[[1305, 258], [1107, 276], [1269, 312], [765, 420], [747, 420]]","[1425, 2880]",,"[[621, 468]]",,,8618.212687580753,1.0,23.0,0.0,0.11119937896728516,0,0,0,,B,Right,1,1
